Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
311,Wrist Flexion,Ankle,Lower Back Pain,None,3x13,17 min,High,Reduce pain
312,Wall Push-Ups,Knee,Post Surgery,None,2x9,20 min,Medium,Improve mobility
313,Sit to Stand,Leg,Post Fracture,Dumbbell,3x8,24 min,Medium,Improve mobility
314,Lunges,Core,Mobility Issue,Mat,4x12,5 min,Medium,Improve balance
315,Seated Marching,Back,Muscle Weakness,None,5x10,11 min,Low,Rehabilitation
316,Neck Stretch,Ankle,Arthritis,Mat,3x11,6 min,Medium,Increase flexibility
317,Hamstring Curl,Ankle,Chronic Pain,Ball,3x20,12 min,High,Improve mobility
318,Wall Push-Ups,Hip,Stroke Recovery,Mat,3x17,24 min,Low,Strengthen muscles
319,Quad Sets,Ankle,Sports Injury,Resistance Band,3x9,8 min,Low,Reduce pain
320,Wrist Flexion,Hip,Stiffness,Mat,5x9,15 min,Medium,Strengthen muscles
321,Lunges,Core,Arthritis,Resistance Band,3x20,23 min,High,Strengthen muscles
322,Toe Raises,Leg,Mobility Issue,None,4x11,9 min,Low,Improve mobility
323,Hamstring Curl,Wrist,Post Fracture,Dumbbell,3x18,14 min,High,Improve balance
324,Wrist Flexion,Ankle,Muscle Weakness,Chair,3x11,23 min,High,Improve circulation
325,Neck Stretch,Hip,Stiffness,None,5x8,17 min,Low,Reduce pain
326,Pelvic Tilt,Core,Stiffness,Mat,3x10,12 min,Medium,Rehabilitation
327,Hamstring Curl,Core,Mobility Issue,Chair,3x20,6 min,High,Improve balance
328,Knee Extensions,Shoulder,Post Surgery,Wall,2x11,21 min,Low,Increase flexibility
329,Ankle Pumps,Back,Muscle Weakness,Resistance Band,2x19,21 min,Low,Increase flexibility
330,Bridging,Core,Chronic Pain,Chair,5x9,5 min,Medium,Strengthen muscles
331,Toe Raises,Ankle,Arthritis,None,2x17,19 min,Medium,Rehabilitation
332,Heel Slides,Back,Stroke Recovery,Wall,2x11,7 min,Medium,Improve mobility
333,Calf Raises,Leg,Post Fracture,Ball,4x11,25 min,High,Reduce pain
334,Seated Marching,Knee,Mobility Issue,Ball,4x9,8 min,Medium,Improve balance
335,Bridging,Core,Stroke Recovery,Resistance Band,2x9,17 min,Low,Improve mobility
336,Hip Abduction,Hip,Arthritis,Mat,4x18,22 min,Medium,Reduce pain
337,Seated Marching,Back,Post Surgery,Chair,4x12,22 min,Low,Strengthen muscles
338,Finger Stretch,Hip,Post Fracture,Resistance Band,2x19,22 min,Medium,Rehabilitation
339,Hip Abduction,Back,Stiffness,Chair,2x13,14 min,High,Increase flexibility
340,Seated Marching,Hip,Mobility Issue,Wall,5x13,5 min,Medium,Improve mobility
341,Ankle Pumps,Neck,Muscle Weakness,Wall,5x20,8 min,Low,Strengthen muscles
342,Finger Stretch,Hip,Post Surgery,Resistance Band,5x8,15 min,Medium,Improve circulation
343,Toe Raises,Core,Sports Injury,Chair,5x14,22 min,High,Improve balance
344,Calf Raises,Wrist,Post Surgery,Wall,3x13,7 min,Medium,Strengthen muscles
345,Arm Circles,Shoulder,Muscle Weakness,Wall,2x9,23 min,High,Improve circulation
346,Hip Abduction,Wrist,Lower Back Pain,Mat,2x20,21 min,Medium,Improve circulation
347,Hip Abduction,Shoulder,Lower Back Pain,Mat,2x15,8 min,Low,Reduce pain
348,Calf Raises,Wrist,Post Fracture,Resistance Band,4x18,10 min,Low,Strengthen muscles
349,Toe Raises,Wrist,Lower Back Pain,Wall,4x20,6 min,Medium,Reduce pain
350,Seated Marching,Arm,Muscle Weakness,Chair,2x15,7 min,High,Rehabilitation
351,Quad Sets,Ankle,Post Fracture,Dumbbell,4x13,24 min,Medium,Improve mobility
352,Toe Raises,Core,Sports Injury,Resistance Band,3x17,23 min,Medium,Reduce pain
353,Shoulder Flexion,Leg,Stroke Recovery,Chair,4x9,21 min,High,Increase flexibility
354,Lunges,Wrist,Mobility Issue,Chair,4x16,21 min,High,Rehabilitation
355,Trunk Rotation,Ankle,Sports Injury,Mat,3x17,11 min,High,Strengthen muscles
356,Seated Marching,Arm,Sports Injury,None,3x9,22 min,Medium,Rehabilitation
357,Quad Sets,Neck,Sports Injury,Ball,4x9,7 min,Low,Strengthen muscles
358,Trunk Rotation,Wrist,Post Fracture,Wall,4x11,16 min,High,Improve mobility
359,Heel Slides,Neck,Chronic Pain,None,4x17,12 min,Medium,Rehabilitation
360,Seated Marching,Hip,Muscle Weakness,Ball,3x8,16 min,High,Increase flexibility
361,Trunk Rotation,Hip,Sports Injury,Dumbbell,2x12,25 min,Medium,Increase flexibility
362,Wrist Flexion,Leg,Chronic Pain,Dumbbell,3x19,18 min,Low,Improve circulation
363,Seated Marching,Wrist,Post Fracture,Mat,5x20,20 min,Medium,Reduce pain
364,Bridging,Knee,Lower Back Pain,Ball,4x18,6 min,Low,Reduce pain
365,Trunk Rotation,Neck,Post Surgery,Wall,2x14,10 min,Medium,Improve balance
366,Trunk Rotation,Knee,Mobility Issue,Ball,2x14,20 min,High,Improve circulation
367,Finger Stretch,Hip,Arthritis,Wall,2x12,5 min,Low,Rehabilitation
368,Calf Raises,Back,Lower Back Pain,Wall,4x17,11 min,Medium,Rehabilitation
369,Neck Stretch,Neck,Post Fracture,Dumbbell,4x16,25 min,High,Improve circulation
370,Pelvic Tilt,Back,Lower Back Pain,Wall,5x14,24 min,High,Strengthen muscles
371,Seated Marching,Neck,Post Surgery,Wall,2x9,24 min,Low,Improve mobility
372,Trunk Rotation,Leg,Post Fracture,Dumbbell,3x8,14 min,Medium,Improve balance
373,Hamstring Curl,Core,Post Fracture,Ball,2x12,13 min,High,Strengthen muscles
374,Toe Raises,Leg,Stroke Recovery,Chair,4x14,8 min,Low,Strengthen muscles
375,Bridging,Core,Chronic Pain,None,2x12,9 min,Low,Improve balance
376,Pelvic Tilt,Ankle,Chronic Pain,None,3x14,11 min,Medium,Rehabilitation
377,Lunges,Wrist,Stiffness,Mat,2x15,17 min,High,Reduce pain
378,Wall Push-Ups,Arm,Post Surgery,Resistance Band,4x8,8 min,High,Strengthen muscles
379,Calf Raises,Neck,Sports Injury,Chair,5x19,10 min,High,Reduce pain
380,Finger Stretch,Back,Chronic Pain,Mat,3x9,11 min,Medium,Improve mobility
381,Calf Raises,Core,Chronic Pain,None,4x14,6 min,High,Rehabilitation
382,Arm Circles,Arm,Muscle Weakness,Resistance Band,2x11,14 min,Low,Rehabilitation
383,Heel Slides,Wrist,Post Fracture,Mat,3x14,21 min,Low,Improve mobility
384,Lunges,Back,Lower Back Pain,Chair,2x19,21 min,Medium,Improve mobility
385,Neck Stretch,Wrist,Sports Injury,Dumbbell,4x17,22 min,Low,Increase flexibility
386,Wrist Flexion,Wrist,Post Fracture,Wall,5x16,24 min,High,Increase flexibility
387,Hip Abduction,Ankle,Mobility Issue,Wall,2x14,24 min,High,Improve mobility
388,Ankle Pumps,Core,Chronic Pain,None,2x14,14 min,Medium,Reduce pain
389,Wall Push-Ups,Shoulder,Stiffness,Mat,3x9,6 min,Medium,Increase flexibility
390,Hip Abduction,Wrist,Arthritis,Dumbbell,5x15,7 min,Medium,Improve circulation
391,Sit to Stand,Leg,Mobility Issue,Chair,2x9,16 min,Medium,Increase flexibility
392,Neck Stretch,Shoulder,Muscle Weakness,Mat,2x15,23 min,High,Improve circulation
393,Trunk Rotation,Back,Chronic Pain,Ball,2x19,9 min,High,Reduce pain
394,Heel Slides,Neck,Post Fracture,Dumbbell,4x12,23 min,High,Reduce pain
395,Sit to Stand,Shoulder,Post Fracture,Mat,3x10,13 min,Medium,Improve mobility
396,Shoulder Flexion,Back,Stroke Recovery,Chair,4x16,25 min,Low,Strengthen muscles
397,Seated Marching,Knee,Muscle Weakness,Chair,3x20,15 min,Medium,Improve circulation
398,Toe Raises,Neck,Sports Injury,Resistance Band,2x16,22 min,Low,Improve mobility
399,Shoulder Flexion,Back,Lower Back Pain,None,5x8,12 min,Low,Improve balance
400,Ankle Pumps,Arm,Muscle Weakness,Mat,4x19,24 min,High,Improve mobility
401,Seated Marching,Knee,Chronic Pain,Ball,3x11,22 min,High,Improve mobility
402,Finger Stretch,Arm,Stroke Recovery,Ball,3x12,19 min,Low,Improve circulation
403,Knee Extensions,Hip,Post Surgery,Mat,2x16,10 min,Low,Reduce pain
404,Heel Slides,Knee,Lower Back Pain,None,4x11,22 min,Low,Rehabilitation
405,Heel Slides,Ankle,Lower Back Pain,Ball,2x11,11 min,High,Strengthen muscles
406,Calf Raises,Core,Arthritis,Chair,4x9,22 min,High,Improve balance
407,Wall Push-Ups,Neck,Chronic Pain,Ball,4x17,9 min,High,Improve circulation
408,Toe Raises,Hip,Arthritis,Wall,2x10,10 min,High,Improve mobility
409,Hip Abduction,Neck,Post Fracture,Chair,5x10,15 min,High,Increase flexibility
410,Heel Slides,Hip,Post Surgery,Mat,4x11,25 min,High,Reduce pain
411,Arm Circles,Core,Post Fracture,Wall,3x13,11 min,High,Reduce pain
412,Hip Abduction,Hip,Post Fracture,None,4x17,12 min,Low,Improve balance
413,Bridging,Knee,Stiffness,None,4x11,11 min,High,Rehabilitation
414,Arm Circles,Ankle,Sports Injury,Resistance Band,2x14,25 min,High,Increase flexibility
415,Heel Slides,Knee,Post Surgery,Chair,4x10,10 min,High,Improve circulation
416,Sit to Stand,Ankle,Stiffness,Dumbbell,2x20,8 min,Medium,Increase flexibility
417,Sit to Stand,Leg,Post Fracture,None,4x14,12 min,Medium,Improve balance
418,Hip Abduction,Shoulder,Muscle Weakness,Dumbbell,5x20,15 min,Low,Improve mobility
419,Neck Stretch,Ankle,Stiffness,None,3x14,18 min,Medium,Improve balance
420,Hamstring Curl,Hip,Sports Injury,None,4x16,11 min,Medium,Improve circulation
421,Knee Extensions,Arm,Post Surgery,Mat,4x9,14 min,Medium,Improve balance
422,Lunges,Core,Muscle Weakness,None,3x17,9 min,Low,Reduce pain
423,Hamstring Curl,Leg,Stroke Recovery,Ball,2x20,8 min,High,Reduce pain
424,Quad Sets,Shoulder,Sports Injury,None,3x12,5 min,Low,Rehabilitation
425,Trunk Rotation,Core,Arthritis,Resistance Band,3x11,17 min,Low,Improve balance
426,Lunges,Wrist,Chronic Pain,Wall,2x16,11 min,High,Improve balance
427,Bridging,Leg,Stroke Recovery,Resistance Band,2x16,12 min,High,Improve balance
428,Sit to Stand,Hip,Chronic Pain,Dumbbell,4x15,8 min,High,Improve circulation
429,Neck Stretch,Leg,Post Fracture,Wall,3x19,18 min,Low,Improve circulation
430,Hamstring Curl,Leg,Post Surgery,Wall,5x19,15 min,Medium,Improve balance
431,Calf Raises,Back,Muscle Weakness,Resistance Band,5x18,9 min,Medium,Reduce pain
432,Calf Raises,Arm,Lower Back Pain,None,2x9,15 min,High,Improve mobility
433,Pelvic Tilt,Knee,Muscle Weakness,Wall,5x10,10 min,Medium,Improve circulation
434,Shoulder Flexion,Hip,Post Fracture,Resistance Band,3x11,22 min,High,Improve circulation
435,Knee Extensions,Knee,Chronic Pain,None,3x15,16 min,High,Improve circulation
436,Lunges,Hip,Post Surgery,Chair,2x19,14 min,Low,Rehabilitation
437,Heel Slides,Arm,Stiffness,Chair,5x9,7 min,Low,Rehabilitation
438,Wrist Flexion,Core,Post Fracture,Wall,5x14,5 min,High,Reduce pain
439,Lunges,Wrist,Post Fracture,Wall,5x9,6 min,Low,Increase flexibility
440,Toe Raises,Ankle,Arthritis,Wall,5x17,16 min,Medium,Improve circulation
441,Shoulder Flexion,Leg,Sports Injury,Wall,3x8,21 min,Low,Improve circulation
442,Pelvic Tilt,Neck,Mobility Issue,Mat,5x20,10 min,Medium,Strengthen muscles
443,Wrist Flexion,Arm,Arthritis,Chair,3x10,13 min,Medium,Strengthen muscles
444,Arm Circles,Ankle,Sports Injury,Resistance Band,4x18,22 min,Medium,Reduce pain
445,Pelvic Tilt,Core,Post Fracture,Resistance Band,4x17,23 min,Low,Reduce pain
446,Arm Circles,Arm,Sports Injury,Mat,3x15,19 min,Low,Improve circulation
447,Pelvic Tilt,Leg,Chronic Pain,Ball,4x18,15 min,High,Strengthen muscles
448,Wrist Flexion,Hip,Stroke Recovery,None,5x14,8 min,Medium,Improve balance
449,Wrist Flexion,Shoulder,Arthritis,None,2x11,19 min,Medium,Improve circulation
450,Heel Slides,Hip,Chronic Pain,Ball,4x10,15 min,Low,Improve balance
451,Trunk Rotation,Leg,Mobility Issue,Wall,2x14,19 min,Low,Improve circulation
452,Wall Push-Ups,Hip,Post Surgery,None,4x11,14 min,Medium,Improve balance
453,Wrist Flexion,Back,Sports Injury,Resistance Band,4x20,9 min,Medium,Strengthen muscles
454,Hip Abduction,Back,Stiffness,Ball,4x9,9 min,Medium,Improve balance
455,Shoulder Flexion,Leg,Arthritis,Mat,3x14,8 min,Low,Reduce pain
456,Wrist Flexion,Shoulder,Chronic Pain,Dumbbell,4x9,14 min,High,Increase flexibility
457,Calf Raises,Shoulder,Mobility Issue,Chair,2x9,5 min,High,Improve balance
458,Knee Extensions,Shoulder,Lower Back Pain,Mat,3x15,7 min,High,Improve circulation
459,Bridging,Knee,Muscle Weakness,Chair,4x10,7 min,Low,Rehabilitation
460,Seated Marching,Ankle,Arthritis,None,4x8,18 min,Medium,Strengthen muscles
461,Knee Extensions,Arm,Muscle Weakness,Mat,5x12,6 min,High,Increase flexibility
462,Calf Raises,Hip,Lower Back Pain,Resistance Band,4x20,7 min,Medium,Improve balance
463,Bridging,Shoulder,Post Fracture,Dumbbell,4x12,19 min,Medium,Improve circulation
464,Wrist Flexion,Core,Sports Injury,Chair,4x8,9 min,Low,Rehabilitation
465,Lunges,Back,Lower Back Pain,None,5x19,24 min,Medium,Reduce pain
466,Arm Circles,Hip,Sports Injury,Mat,4x12,25 min,High,Reduce pain
467,Bridging,Core,Post Surgery,Resistance Band,2x15,19 min,High,Improve circulation
468,Lunges,Arm,Stiffness,None,3x10,8 min,Low,Rehabilitation
469,Trunk Rotation,Wrist,Stiffness,None,5x13,11 min,Low,Reduce pain
470,Pelvic Tilt,Core,Muscle Weakness,None,5x9,18 min,High,Increase flexibility
471,Finger Stretch,Knee,Chronic Pain,Mat,2x20,10 min,High,Rehabilitation
472,Heel Slides,Knee,Mobility Issue,Mat,3x17,7 min,Low,Improve circulation
473,Arm Circles,Neck,Stiffness,Chair,5x20,25 min,High,Increase flexibility
474,Finger Stretch,Ankle,Post Surgery,Ball,3x17,20 min,Low,Improve mobility
475,Arm Circles,Arm,Muscle Weakness,Dumbbell,4x8,13 min,Low,Increase flexibility
476,Ankle Pumps,Back,Sports Injury,Wall,2x8,22 min,High,Improve mobility
477,Heel Slides,Hip,Mobility Issue,Mat,2x10,18 min,Low,Rehabilitation
478,Trunk Rotation,Back,Stroke Recovery,Mat,3x17,24 min,Medium,Improve circulation
479,Heel Slides,Ankle,Post Fracture,Wall,2x9,6 min,High,Improve balance
480,Pelvic Tilt,Hip,Stroke Recovery,Wall,3x19,7 min,High,Strengthen muscles
481,Wrist Flexion,Wrist,Mobility Issue,Mat,5x11,20 min,Medium,Increase flexibility
482,Ankle Pumps,Hip,Stroke Recovery,Resistance Band,4x13,9 min,Low,Improve mobility
483,Arm Circles,Hip,Arthritis,Wall,5x15,7 min,Low,Increase flexibility
484,Shoulder Flexion,Core,Stroke Recovery,Resistance Band,4x10,19 min,Medium,Improve mobility
485,Toe Raises,Shoulder,Chronic Pain,Chair,5x17,5 min,Low,Strengthen muscles
486,Arm Circles,Wrist,Stroke Recovery,Dumbbell,4x20,9 min,Low,Improve mobility
487,Hip Abduction,Core,Muscle Weakness,Wall,5x17,20 min,Medium,Improve balance
488,Wall Push-Ups,Knee,Arthritis,Resistance Band,4x10,19 min,High,Reduce pain
489,Wrist Flexion,Leg,Stiffness,Chair,2x13,17 min,Low,Strengthen muscles
490,Toe Raises,Core,Stroke Recovery,Mat,3x16,10 min,High,Improve circulation
491,Hip Abduction,Neck,Mobility Issue,Ball,2x20,10 min,Low,Reduce pain
492,Hip Abduction,Back,Lower Back Pain,Ball,4x17,22 min,High,Increase flexibility
493,Hip Abduction,Knee,Stiffness,Ball,3x10,10 min,High,Improve circulation
494,Wrist Flexion,Back,Stiffness,Resistance Band,5x11,19 min,Medium,Improve circulation
495,Hamstring Curl,Ankle,Post Surgery,Chair,5x20,6 min,Medium,Increase flexibility
496,Seated Marching,Core,Post Fracture,Wall,3x18,5 min,Medium,Improve mobility
497,Hamstring Curl,Knee,Lower Back Pain,Resistance Band,3x17,22 min,Low,Improve mobility
498,Shoulder Flexion,Arm,Sports Injury,Resistance Band,3x17,17 min,Medium,Strengthen muscles
499,Sit to Stand,Knee,Stiffness,Ball,4x19,19 min,Medium,Improve mobility
500,Trunk Rotation,Shoulder,Stiffness,Mat,3x20,9 min,Low,Improve balance
501,Wall Push-Ups,Leg,Post Fracture,None,3x17,16 min,High,Improve circulation
502,Arm Circles,Wrist,Stroke Recovery,None,5x15,14 min,Medium,Improve circulation
503,Hip Abduction,Hip,Chronic Pain,Wall,5x16,8 min,Low,Strengthen muscles
504,Arm Circles,Hip,Mobility Issue,Chair,4x14,10 min,Medium,Strengthen muscles
505,Hamstring Curl,Knee,Post Fracture,None,2x18,18 min,High,Strengthen muscles
506,Knee Extensions,Wrist,Mobility Issue,Ball,4x9,16 min,High,Improve balance
507,Finger Stretch,Wrist,Mobility Issue,Chair,3x9,11 min,Medium,Strengthen muscles
508,Calf Raises,Neck,Mobility Issue,Wall,5x18,12 min,High,Reduce pain
509,Calf Raises,Neck,Lower Back Pain,Ball,3x14,6 min,High,Reduce pain
510,Heel Slides,Shoulder,Muscle Weakness,Ball,3x19,15 min,Low,Improve balance
511,Sit to Stand,Ankle,Stroke Recovery,None,5x11,16 min,High,Improve circulation
512,Shoulder Flexion,Arm,Lower Back Pain,Ball,4x10,17 min,Medium,Rehabilitation
513,Wall Push-Ups,Wrist,Mobility Issue,Chair,3x15,16 min,Medium,Increase flexibility
514,Seated Marching,Leg,Stiffness,None,5x17,18 min,High,Improve circulation
515,Wall Push-Ups,Arm,Stiffness,Wall,4x12,8 min,High,Increase flexibility
516,Quad Sets,Knee,Lower Back Pain,None,2x16,10 min,Medium,Rehabilitation
517,Quad Sets,Wrist,Lower Back Pain,Resistance Band,3x11,12 min,Medium,Improve balance
518,Toe Raises,Leg,Mobility Issue,Wall,5x11,16 min,Medium,Reduce pain
519,Ankle Pumps,Shoulder,Post Surgery,Ball,3x15,14 min,Low,Rehabilitation
520,Arm Circles,Leg,Muscle Weakness,Ball,4x11,17 min,Low,Improve balance
521,Hip Abduction,Wrist,Sports Injury,Chair,5x9,24 min,Medium,Reduce pain
522,Neck Stretch,Leg,Post Surgery,Dumbbell,2x8,15 min,Low,Increase flexibility
523,Sit to Stand,Neck,Lower Back Pain,Resistance Band,5x16,11 min,Medium,Rehabilitation
524,Bridging,Back,Arthritis,Chair,5x10,12 min,High,Improve balance
525,Neck Stretch,Hip,Chronic Pain,Resistance Band,4x20,9 min,Low,Improve circulation
526,Sit to Stand,Leg,Mobility Issue,Mat,5x16,24 min,High,Improve circulation
527,Heel Slides,Core,Lower Back Pain,Wall,2x16,21 min,Low,Rehabilitation
528,Ankle Pumps,Back,Mobility Issue,Resistance Band,3x18,11 min,High,Strengthen muscles
529,Shoulder Flexion,Neck,Post Surgery,Mat,2x9,8 min,Medium,Rehabilitation
530,Finger Stretch,Arm,Chronic Pain,Dumbbell,5x16,5 min,Low,Improve circulation
531,Pelvic Tilt,Leg,Stroke Recovery,Ball,3x19,19 min,High,Improve mobility
532,Wall Push-Ups,Back,Stiffness,Resistance Band,2x15,23 min,High,Rehabilitation
533,Sit to Stand,Neck,Lower Back Pain,Ball,5x13,10 min,Low,Increase flexibility
534,Toe Raises,Shoulder,Stroke Recovery,Mat,2x20,18 min,Medium,Improve mobility
535,Ankle Pumps,Wrist,Stiffness,None,5x19,9 min,High,Improve mobility
536,Sit to Stand,Arm,Muscle Weakness,Mat,3x16,11 min,High,Strengthen muscles
537,Quad Sets,Shoulder,Muscle Weakness,Wall,2x17,13 min,Medium,Improve balance
538,Wall Push-Ups,Shoulder,Stroke Recovery,Dumbbell,2x19,8 min,Medium,Reduce pain
539,Sit to Stand,Wrist,Sports Injury,Dumbbell,5x8,14 min,High,Strengthen muscles
540,Seated Marching,Back,Stroke Recovery,Chair,5x12,22 min,Medium,Improve circulation
541,Neck Stretch,Neck,Stiffness,Dumbbell,2x12,20 min,High,Rehabilitation
542,Wrist Flexion,Leg,Mobility Issue,Dumbbell,5x9,5 min,High,Strengthen muscles
543,Pelvic Tilt,Arm,Stiffness,Mat,5x19,25 min,Low,Increase flexibility
544,Wall Push-Ups,Neck,Chronic Pain,Chair,4x13,7 min,High,Reduce pain
545,Trunk Rotation,Arm,Stiffness,Dumbbell,3x19,8 min,Low,Strengthen muscles
546,Sit to Stand,Shoulder,Muscle Weakness,Ball,4x15,16 min,Low,Increase flexibility
547,Hamstring Curl,Shoulder,Mobility Issue,Mat,2x14,19 min,Low,Increase flexibility
548,Seated Marching,Leg,Post Fracture,Chair,3x17,14 min,Medium,Improve balance
549,Seated Marching,Leg,Post Fracture,Resistance Band,4x8,23 min,Medium,Improve balance
550,Wrist Flexion,Shoulder,Muscle Weakness,Ball,5x18,6 min,Low,Increase flexibility
551,Toe Raises,Wrist,Stiffness,None,2x9,13 min,Medium,Improve mobility
552,Wrist Flexion,Back,Post Surgery,Wall,4x14,10 min,High,Strengthen muscles
553,Bridging,Arm,Post Fracture,Dumbbell,3x9,14 min,Low,Strengthen muscles
554,Seated Marching,Hip,Stroke Recovery,Wall,3x15,12 min,Medium,Improve circulation
555,Heel Slides,Leg,Mobility Issue,None,2x19,22 min,Low,Improve mobility
556,Pelvic Tilt,Core,Mobility Issue,Mat,2x14,7 min,Medium,Improve circulation
557,Knee Extensions,Ankle,Arthritis,Chair,5x19,19 min,High,Improve mobility
558,Shoulder Flexion,Knee,Lower Back Pain,Mat,2x12,17 min,Medium,Reduce pain
559,Wrist Flexion,Core,Chronic Pain,Wall,3x19,7 min,Medium,Improve mobility
560,Hamstring Curl,Knee,Stroke Recovery,Resistance Band,3x17,10 min,High,Improve circulation
561,Bridging,Shoulder,Mobility Issue,Chair,5x8,21 min,High,Rehabilitation
562,Trunk Rotation,Back,Muscle Weakness,Wall,5x20,8 min,Medium,Increase flexibility
563,Calf Raises,Hip,Lower Back Pain,Chair,2x20,21 min,Medium,Rehabilitation
564,Toe Raises,Leg,Mobility Issue,Resistance Band,5x12,20 min,High,Improve circulation
565,Toe Raises,Leg,Post Fracture,Wall,4x12,9 min,High,Increase flexibility
566,Toe Raises,Wrist,Chronic Pain,Wall,3x8,18 min,Medium,Improve mobility
567,Sit to Stand,Knee,Arthritis,Ball,4x18,20 min,Low,Strengthen muscles
568,Calf Raises,Neck,Post Fracture,Dumbbell,3x14,12 min,Low,Increase flexibility
569,Arm Circles,Leg,Lower Back Pain,Resistance Band,5x13,25 min,Medium,Improve mobility
570,Sit to Stand,Arm,Stroke Recovery,None,2x11,24 min,High,Reduce pain
571,Heel Slides,Core,Arthritis,Chair,2x13,15 min,Medium,Reduce pain
572,Neck Stretch,Ankle,Muscle Weakness,Dumbbell,3x16,8 min,High,Increase flexibility
573,Sit to Stand,Leg,Arthritis,Chair,5x19,10 min,Medium,Improve mobility
574,Toe Raises,Arm,Stiffness,Resistance Band,5x20,21 min,High,Strengthen muscles
575,Knee Extensions,Wrist,Lower Back Pain,Mat,3x8,18 min,High,Improve mobility
576,Neck Stretch,Hip,Stroke Recovery,Wall,4x17,15 min,High,Reduce pain
577,Sit to Stand,Ankle,Stroke Recovery,Resistance Band,3x10,11 min,Low,Rehabilitation
578,Toe Raises,Back,Stiffness,Dumbbell,3x10,22 min,High,Reduce pain
579,Neck Stretch,Leg,Muscle Weakness,Ball,5x13,7 min,Low,Improve balance
580,Trunk Rotation,Knee,Muscle Weakness,Resistance Band,2x15,21 min,High,Rehabilitation
581,Hamstring Curl,Shoulder,Chronic Pain,Wall,5x18,16 min,Low,Improve mobility
582,Hamstring Curl,Back,Stroke Recovery,None,2x8,13 min,High,Increase flexibility
